,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
8486,LIONPSIM,102,0.3,0.315,0.315,-,0.315,0.3,0.44,0.23,61,,2,104815,53%,0.002,4.43,7.23,Active,,,,,,,,,,,,,,,,,
0182,LKL,462,0.045,0.045,0.05,-0.005,0.05,0.045,0.125,0.025,2776,,11,885765,80%,,-9.73,,Active,,,,,,,,,,,,,,,,,
0182WA,LKL-WA,462,0.005,0.005,0.005,-,0.005,0.005,0.015,0.005,11300,,100,545505,100%,-0.001,,,Active,,,,,,,,,,,,,,,,,
8303,LOTUS,101,0.125,0.12,0.125,-0.005,0.125,0.12,0.235,0.1,614,,15,805990,56%,0.002,0.02,999.98,Active,,,,,,,,,,,,,,,,,
7234,LOTUSCIR,101,0.335,0.315,0.335,-0.02,0.345,0.31,0.5,0.29,1749,,41,103330,63%,0.004,3.23,7.19,Active,,,,,,,,,,,,,,,,,
8621,LPI,110,14.4,14.36,14.38,-0.02,14.4,14.34,15.3,12.4,225,5.57%,35,84870,53%,-0.019,94.66,15.17,Active,,,,,,,,,,,,,,,,,
0351,LSH,403,2,1.98,2.02,-0.04,2.03,1.98,2.06,0.73,14108,,36,3508735,87%,0.225,,,Active,,,,,,,,,,,,,,,,,
9881,LSTEEL,102,0.42,0.45,0.45,-,0.45,0.42,0.495,0.32,255,4.44%,73,60550,63%,0.009,1.46,32.17,Active,,,,,,,,,,,,,,,,,
7085,LTKM,101,1.52,1.52,1.52,-,1.52,1.52,1.73,1.08,20,2.63%,-,53025,26%,0.012,33.88,4.49,Active,,,,,,,,,,,,,,,,,
5068,LUSTER,102,0.05,0.05,0.05,-,0.05,0.05,0.07,0.04,30,,-,1652110,67%,,0.2,26.93,Active,,,,,,,,,,,,,,,,,
5143,LUXCHEM,102,0.425,0.46,0.425,+0.035,0.465,0.415,0.53,0.385,47847,3.91%,86,224830,77%,0.003,4.51,8.31,Active,,,,,,,,,,,,,,,,,
5328,LWSABAH,101,1.02,1.06,1.02,+0.040,1.07,1,1.08,0.745,52557,1.50%,74,3961700,79%,0.036,6.34,16.71,Active,,,,,,,,,,,,,,,,,
0075,LYC,462,,,0.025,,-,-,0.11,0.01,0,,-,99020,57%,,-2.64,,"Active, Alert",,,,,,,,,,,,,,,,,
9199,LYSAGHT,102,2.44,2.44,2.46,-0.02,2.44,2.44,3.5,2.36,10,20.49%,-,6685,52%,-0.015,30.51,8,Active,,,,,,,,,,,,,,,,,
7082,M&A,110,0.28,0.295,0.28,+0.015,0.3,0.275,0.32,0.235,13464,,90,1148785,40%,0.006,0.91,33.58,Active,,,,,,,,,,,,,,,,,
5078,M&G,164,0.185,0.185,0.185,-,0.195,0.185,0.37,0.15,5408,,53,1523815,58%,0.003,1.98,2.25,Active,,,,,,,,,,,,,,,,,
1198,MAA,110,0.19,0.19,0.185,+0.005,0.19,0.19,0.31,0.175,80,,100,74140,55%,-0.001,-22.32,,Active,,,,,,,,,,,,,,,,,
0095,MAG,401,0.17,0.175,0.17,+0.005,0.175,0.17,0.22,0.165,1595,,3,1689245,50%,-0.001,2.22,9.58,Active,,,,,,,,,,,,,,,,,
7243,MAGMA,101,0.315,0.31,0.31,-,0.32,0.31,0.525,0.2,9442,,30,9653750,54%,-0.007,-4.5,,Active,,,,,,,,,,,,,,,,,
7617,MAGNA,120,0.69,0.69,0.68,+0.010,0.69,0.685,0.7,0.5,757,,89,79250,58%,0.015,5.27,14.91,Active,,,,,,,,,,,,,,,,,
7087,MAGNI,101,2.16,2.19,2.16,+0.030,2.2,2.16,2.92,1.85,855,15.89%,53,132210,55%,0.008,32.02,6.85,Active,,,,,,,,,,,,,,,,,
3859,MAGNUM,101,1.35,1.35,1.36,-0.01,1.37,1.35,1.41,1.12,6056,5.56%,62,527480,50%,,10.63,12.58,Active,,,,,,,,,,,,,,,,,
8583,MAHSING,120,1.07,1.07,1.07,-,1.1,1.06,1.92,1.01,54620,4.21%,44,5311695,33%,-0.021,9.54,11.46,Active,,,,,,,,,,,,,,,,,
858378,MAHSING-C78,320,,,0.02,,-,-,0.055,0.02,0,,-,1167970,20%,,,,Active,,,,,,,,,,,,,,,,,
858379,MAHSING-C79,320,0.03,0.03,0.035,-0.005,0.03,0.03,0.08,0.035,5000,,100,180100,22%,-0.006,,,Active,,,,,,,,,,,,,,,,,
858380,MAHSING-C80,320,0.02,0.015,0.015,-,0.02,0.015,0.1,0.015,1300,,8,541250,17%,-0.007,,,Active,,,,,,,,,,,,,,,,,
858381,MAHSING-C81,320,,,0.05,,-,-,0.07,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
858382,MAHSING-C82,320,0.03,0.03,0.025,+0.005,0.03,0.03,0.095,0.025,4500,,100,101785,17%,-0.013,,,Active,,,,,,,,,,,,,,,,,
858383,MAHSING-C83,320,0.03,0.03,0.025,+0.005,0.03,0.03,0.08,0.025,2099,,93,229700,27%,-0.007,,,Active,,,,,,,,,,,,,,,,,
858384,MAHSING-C84,320,,,0.025,,-,-,0.04,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
8583HA,MAHSING-HA,320,,,0.04,,-,-,0.05,0.03,0,,-,293195,57%,0.001,,,Active,,,,,,,,,,,,,,,,,
5264,MALAKOF,165,1,1,0.995,+0.005,1.01,0.975,1.12,0.73,86380,2.23%,59,16535810,53%,0.015,4.44,16.13,Active,,,,,,,,,,,,,,,,,
526462,MALAKOFC62,365,0.235,0.26,0.245,+0.015,0.26,0.23,0.32,0.11,382,,71,140460,53%,0.016,,,Active,,,,,,,,,,,,,,,,,
526463,MALAKOFC63,365,,,0.035,,-,-,0.06,0.035,0,,-,-,47%,,,,Active,,,,,,,,,,,,,,,,,
526464,MALAKOFC64,365,0.12,0.125,0.125,-,0.125,0.12,0.175,0.1,6200,,17,-,51%,,,,Active,,,,,,,,,,,,,,,,,
526465,MALAKOFC65,365,0.12,0.13,0.125,+0.005,0.13,0.115,0.19,0.065,14822,,64,1415045,52%,0.008,,,Active,,,,,,,,,,,,,,,,,
526466,MALAKOFC66,365,0.11,0.11,0.11,-,0.11,0.105,0.17,0.065,9324,,44,270300,51%,,,,Active,,,,,,,,,,,,,,,,,
526467,MALAKOFC67,365,0.07,0.08,0.07,+0.010,0.08,0.07,0.15,0.035,1900,,100,557075,52%,0.012,,,Active,,,,,,,,,,,,,,,,,
526468,MALAKOFC68,365,0.065,0.07,0.065,+0.005,0.07,0.06,0.11,0.045,8324,,7,-,54%,,,,Active,,,,,,,,,,,,,,,,,
4936,MALPAC,125,,,0.84,,-,-,1.1,0.65,0,,-,2295,66%,0.007,-3.01,,Active,,,,,,,,,,,,,,,,,
6181,MALTON,120,0.365,0.37,0.365,+0.005,0.37,0.365,0.44,0.26,822,,51,541520,79%,0.019,1.77,30.37,Active,,,,,,,,,,,,,,,,,
1058,MANULFE,110,2.11,2.1,2.12,-0.02,2.11,2.1,2.63,1.99,373,3.81%,68,24840,54%,0.007,49.11,3.7,Active,,,,,,,,,,,,,,,,,
3514,MARCO,101,0.115,0.115,0.11,+0.005,0.115,0.115,0.15,0.105,1745,,100,264970,44%,,1.2,9.55,Active,,,,,,,,,,,,,,,,,
5098,MASTEEL,102,0.3,0.305,0.3,+0.005,0.315,0.3,0.335,0.2,18318,,47,2157335,75%,0.011,2.49,13.4,Active,,,,,,,,,,,,,,,,,
5098WB,MASTEEL-WB,102,0.06,0.06,0.06,-,0.065,0.055,0.09,0.01,13549,,54,1028010,77%,0.008,,,Active,,,,,,,,,,,,,,,,,
7029,MASTER,102,,,2.58,,-,-,4.5,2.4,0,6.98%,-,8095,56%,-0.051,33.31,7.75,Active,,,,,,,,,,,,,,,,,
0189,MATANG,425,0.075,0.075,0.075,-,0.075,0.075,0.09,0.065,1820,,-,766225,57%,0.001,0.25,30.05,Active,,,,,,,,,,,,,,,,,
5236,MATRIX,120,1.42,1.42,1.41,+0.010,1.43,1.4,2.44,1.22,22063,5.60%,64,1821150,56%,0.014,16.37,12.4,Active,,,,,,,,,,,,,,,,,
5236CQ,MATRIX-CQ,320,,,0.05,,-,-,0.07,0.04,0,,-,131985,40%,-0.002,,,Active,,,,,,,,,,,,,,,,,
5236CR,MATRIX-CR,320,,,0.035,,-,-,0.04,0.02,0,,-,179890,63%,,,,Active,,,,,,,,,,,,,,,,,
4022,MAXIM,120,,,0.35,,-,-,0.42,0.25,0,2.86%,-,253460,25%,-0.004,3.66,6.68,Active,,,,,,,,,,,,,,,,,
6012,MAXIS,163,3.71,3.66,3.71,-0.05,3.71,3.64,3.82,3.11,28004,4.64%,37,2362900,53%,0.03,17.8,20.54,Active,,,,,,,,,,,,,,,,,
601254,MAXIS-C54,363,,,0.085,,-,-,0.085,0.08,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
601255,MAXIS-C55,363,,,0.1,,-,-,0.18,0.09,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
601256,MAXIS-C56,363,,,0.04,,-,-,0.075,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
601257,MAXIS-C57,363,,,0.105,,-,-,0.105,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7123,MAXLAND,102,0.03,0.035,0.035,-,0.035,0.03,0.085,0.03,2280,,98,55960,33%,,1.35,3.45,Active,,,,,,,,,,,,,,,,,
7123WB,MAXLAND-WB,102,,,0.01,,-,-,0.02,0.005,0,,-,313705,50%,,,,Active,,,,,,,,,,,,,,,,,
1155,MAYBANK,110,10,9.95,10,-0.05,10,9.95,10.76,9.32,136358,6.13%,18,9664840,72%,0.043,83.61,11.44,Active,,,,,,,,,,,,,,,,,
11551Y,MAYBANKC1Y,310,0.095,0.095,0.095,-,0.095,0.095,0.15,0.025,32,,36,360845,70%,0.01,,,Active,,,,,,,,,,,,,,,,,
11551Z,MAYBANKC1Z,310,0.045,0.045,0.045,-,0.045,0.045,0.055,0.035,1,,-,221740,63%,,,,Active,,,,,,,,,,,,,,,,,
11552A,MAYBANKC2A,310,,,0.095,,-,-,0.12,0.09,0,,-,-,38%,,,,Active,,,,,,,,,,,,,,,,,
11552B,MAYBANKC2B,310,,,0.06,,-,-,0.15,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
11552C,MAYBANKC2C,310,0.07,0.07,0.07,-,0.07,0.07,0.08,0.05,80,,-,294480,43%,,,,Active,,,,,,,,,,,,,,,,,
11552D,MAYBANKC2D,310,,,0.13,,-,-,0.13,0.12,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
11552E,MAYBANKC2E,310,,,0.14,,-,-,0.15,0.09,0,,-,85315,60%,0.017,,,Active,,,,,,,,,,,,,,,,,
11552F,MAYBANKC2F,310,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5077,MAYBULK,164,0.325,0.325,0.33,-0.005,0.325,0.325,0.385,0.285,1002,4.92%,-,364175,50%,0.001,0.41,103.32,Active,,,,,,,,,,,,,,,,,
7099,MAYU,102,0.105,0.105,0.105,-,0.105,0.105,0.3,0.09,5,,-,17715,47%,-0.001,-0.32,,Active,,,,,,,,,,,,,,,,,
5152,MBL,102,0.355,0.355,0.355,-,0.355,0.35,0.455,0.335,628,,34,56500,56%,-0.001,15.86,2.45,Active,,,,,,,,,,,,,,,,,
5152WB,MBL-WB,102,0.045,0.05,0.055,-0.005,0.05,0.045,0.12,0.035,400,,59,38725,52%,-0.002,,,Active,,,,,,,,,,,,,,,,,
5983,MBMR,101,5.29,5.26,5.27,-0.01,5.29,5.24,6.84,4.38,1362,8.56%,49,188180,60%,0.069,85.19,5.52,Active,,,,,,,,,,,,,,,,,
5983C7,MBMR-C7,301,,,0.04,,-,-,0.12,0.025,0,,-,236500,14%,,,,Active,,,,,,,,,,,,,,,,,
5983C8,MBMR-C8,301,,,0.045,,-,-,0.155,0.035,0,,-,-,27%,,,,Active,,,,,,,,,,,,,,,,,
5983C9,MBMR-C9,301,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0280,MBN,401,0.11,0.11,0.115,-0.005,0.115,0.11,0.15,0.085,974,,2,340030,73%,0.005,-0.88,,Active,,,,,,,,,,,,,,,,,
2097,MBRIGHT,101,0.125,0.125,0.125,-,0.125,0.125,0.145,0.105,400,,100,852890,43%,,0.51,20.51,Active,,,,,,,,,,,,,,,,,
2097WB,MBRIGHT-WB,101,0.05,0.055,0.055,-,0.055,0.05,0.075,0.03,1840,,66,952175,29%,0.001,,,Active,,,,,,,,,,,,,,,,,
1171,MBSB,110,0.75,0.74,0.745,-0.005,0.75,0.735,0.77,0.62,74630,8.45%,43,6378210,56%,0.011,4.95,14.96,Active,,,,,,,,,,,,,,,,,
117178,MBSB-C78,310,0.035,0.035,0.035,-,0.035,0.035,0.045,0.02,280,,-,-,43%,,,,Active,,,,,,,,,,,,,,,,,
117180,MBSB-C80,310,,,0.085,,-,-,0.105,0.07,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117181,MBSB-C81,310,0.095,0.095,0.1,-0.005,0.095,0.095,0.11,0.055,100,,-,252060,70%,0.015,,,Active,,,,,,,,,,,,,,,,,
117182,MBSB-C82,310,,,0.035,,-,-,0.035,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117183,MBSB-C83,310,,,0.04,,-,-,0.04,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117184,MBSB-C84,310,0.075,0.075,0.08,-0.005,0.075,0.075,0.09,0.055,400,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117185,MBSB-C85,310,,,0.05,,-,-,0.06,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
117186,MBSB-C86,310,0.065,0.065,0.07,-0.005,0.065,0.065,0.08,0.03,1538,,-,233110,67%,0.009,,,Active,,,,,,,,,,,,,,,,,
117187,MBSB-C87,310,,,0.06,,-,-,0.06,0.04,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7004,MCEHLDG,102,1.69,1.71,1.7,+0.010,1.71,1.69,1.78,1.3,4222,5.85%,58,434360,39%,0.041,17.96,10.51,Active,,,,,,,,,,,,,,,,,
7004WA,MCEHLDG-WA,102,0.875,0.9,0.875,+0.025,0.9,0.875,0.975,0.5,461,,88,162320,45%,0.041,,,Active,,,,,,,,,,,,,,,,,
3794,MCEMENT,102,7.02,6.83,7.08,-0.25,7.09,6.78,7.2,4.21,7849,1.76%,36,1831025,73%,0.323,50.11,13.99,Active,,,,,,,,,,,,,,,,,
3794CJ,MCEMENT-CJ,302,0.16,0.14,0.165,-0.025,0.16,0.135,0.165,0.145,1951,,62,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0167,MCLEAN,402,0.59,0.605,0.6,+0.005,0.62,0.59,0.65,0.2,70210,,59,13558470,67%,0.067,3.14,24.34,Active,,,,,,,,,,,,,,,,,
03022,MCOM,705,,,0.025,,-,-,0.16,0.025,0,,-,481300,46%,-0.001,,,Active,,,,,,,,,,,,,,,,,
4502,MEDIA,163,0.36,0.36,0.36,-,0.36,0.36,0.485,0.355,52,4.17%,-,83490,53%,,1.89,19.3,Active,,,,,,,,,,,,,,,,,
5090,MEDIAC,163,0.1,0.11,0.105,+0.005,0.11,0.1,0.14,0.09,14415,4.09%,98,363750,57%,0.001,-2.04,,Active,,,,,,,,,,,,,,,,,
5327,MEGAFB,102,0.68,0.68,0.68,-,0.685,0.675,0.69,0.38,148866,0.74%,53,8282205,78%,0.027,1.67,37.35,Active,,,,,,,,,,,,,,,,,
0745C1,MEITU-C1,358,,,0.115,,-,-,0.17,0.105,0,,-,-,45%,,,,Active,,,,,,,,,,,,,,,,,
058332,MEITUAN-C32,358,,,-,,-,-,0.28,0.005,0,,-,180920,30%,-0.026,,,Delisted,,,,,,,,,,,,,,,,,
058333,MEITUAN-C33,358,,,0.005,,-,-,0.18,0.005,0,,-,217995,21%,-0.025,,,Active,,,,,,,,,,,,,,,,,
058334,MEITUAN-C34,358,,,0.075,,-,-,0.095,0.075,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
058335,MEITUAN-C35,358,,,0.005,,-,-,0.12,0.005,0,,-,262270,24%,-0.01,,,Active,,,,,,,,,,,,,,,,,
058336,MEITUAN-C36,358,,,0.03,,-,-,0.095,0.025,0,,-,2832070,42%,,,,Active,,,,,,,,,,,,,,,,,
058337,MEITUAN-C37,358,0.065,0.065,0.07,-0.005,0.065,0.065,0.095,0.055,1500,,67,284535,56%,,,,Active,,,,,,,,,,,,,,,,,
05831D,MEITUAN-H1D,358,,,-,,-,-,0.165,0.07,0,,-,273920,43%,,,,Delisted,,,,,,,,,,,,,,,,,
5129,MELATI,103,0.5,0.5,0.48,+0.020,0.5,0.5,0.6,0.405,400,2.00%,75,19725,43%,-0.008,7.08,7.32,Active,,,,,,,,,,,,,,,,,
3778,MELEWAR,102,0.175,0.175,0.175,-,0.18,0.175,0.25,0.145,6096,,74,664155,42%,,-2.23,,Active,,,,,,,,,,,,,,,,,
1694,MENANG,120,0.665,0.665,0.665,-,0.665,0.665,0.755,0.59,736,0.03%,88,164715,86%,0.003,3.14,14.2,Active,,,,,,,,,,,,,,,,,
5223,MENTIGA,125,0.465,0.465,0.46,+0.005,0.465,0.465,0.51,0.4,3220,,69,174015,47%,-0.004,-5.96,,Active,,,,,,,,,,,,,,,,,
8192,MERCURY,103,,,0.795,,-,-,1.04,0.7,0,,-,6465,53%,-0.021,7.4,11.81,Active,,,,,,,,,,,,,,,,,
5040,MERIDIAN,120,0.03,0.025,0.035,-0.01,0.03,0.025,0.095,0.01,2591,,62,268555,57%,,-23.64,,"Active, Alert",,,,,,,,,,,,,,,,,
0285,MERSEC,410,0.355,0.355,0.355,-,0.355,0.35,0.385,0.27,7356,1.41%,89,1072170,36%,-0.002,1.57,22.57,Active,,,,,,,,,,,,,,,,,
0207,MESTRON,102,0.205,0.205,0.205,-,0.205,0.2,0.315,0.19,39669,,86,5790635,100%,-0.005,0.71,29,Active,,,,,,,,,,,,,,,,,
0207WA,MESTRON-WA,102,0.015,0.015,0.015,-,0.015,0.01,0.09,0.01,10489,,91,428475,33%,-0.002,,,Active,,,,,,,,,,,,,,,,,
056014,META-C14,358,,,0.16,,-,-,0.16,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0329,METRO,462,0.23,0.225,0.23,-0.005,0.23,0.225,0.275,0.17,5066,3.20%,51,478015,50%,0.002,0.67,48.34,Active,,,,,,,,,,,,,,,,,
6149,METROD,102,1.21,1.32,1.2,+0.120,1.32,1.21,1.4,1.15,220,4.55%,65,15200,43%,-0.015,18.45,8.22,Active,,,,,,,,,,,,,,,,,
3069,MFCB,165,3.82,3.86,3.83,+0.030,3.86,3.81,4.7,3.34,3241,2.33%,88,1020835,56%,0.056,48.71,7.77,Active,,,,,,,,,,,,,,,,,
3069C4,MFCB-C4,365,,,0.035,,-,-,0.05,0.02,0,,-,-,50%,,,,Active,,,,,,,,,,,,,,,,,
03015,MFGROUP,701,,,0.24,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
3662,MFLOUR,101,0.6,0.595,0.6,-0.005,0.6,0.59,0.725,0.425,17015,5.04%,45,2418860,65%,0.006,4.74,9.55,Active,,,,,,,,,,,,,,,,,
3662CK,MFLOUR-CK,301,0.06,0.06,0.065,-0.005,0.065,0.06,0.075,0.045,1832,,35,835860,64%,,,,Active,,,,,,,,,,,,,,,,,
7595,MGB,103,0.455,0.465,0.46,+0.005,0.475,0.455,0.82,0.45,1376,3.51%,68,429170,39%,-0.006,10.16,4.46,Active,,,,,,,,,,,,,,,,,
0155,MGRC,462,0.205,0.205,0.205,-,0.205,0.205,0.375,0.145,150,,-,171225,57%,0.004,-3.03,,Active,,,,,,,,,,,,,,,,,
5186,MHB,161,0.415,0.405,0.415,-0.01,0.415,0.405,0.485,0.305,22889,,9,5010040,57%,0.019,7.6,5.35,Active,,,,,,,,,,,,,,,,,
5026,MHC,125,1.32,1.34,1.31,+0.030,1.35,1.32,1.33,0.94,4293,4.48%,78,188690,89%,0.041,14.61,6.41,Active,,,,,,,,,,,,,,,,,
5286,MI,105,2.9,2.87,2.92,-0.05,2.91,2.83,2.95,1.4,22353,2.09%,40,3468955,77%,0.128,7.61,38.71,Active,,,,,,,,,,,,,,,,,
528626,MI-C26,305,0.205,0.2,0.205,-0.005,0.205,0.2,0.205,0.06,430,,81,184845,73%,0.021,,,Active,,,,,,,,,,,,,,,,,
528627,MI-C27,305,,,0.065,,-,-,0.065,0.015,0,,-,318880,78%,0.002,,,Active,,,,,,,,,,,,,,,,,
528629,MI-C29,305,0.4,0.4,0.405,-0.005,0.4,0.4,0.405,0.05,100,,-,58215,71%,0.048,,,Active,,,,,,,,,,,,,,,,,
528630,MI-C30,305,0.185,0.18,0.155,+0.025,0.185,0.18,0.155,0.045,7000,,43,55990,81%,,,,Active,,,,,,,,,,,,,,,,,
528631,MI-C31,305,,,0.245,,-,-,0.245,0.06,0,,-,667695,83%,0.048,,,Active,,,,,,,,,,,,,,,,,
528632,MI-C32,305,0.285,0.28,0.295,-0.015,0.29,0.27,0.3,0.1,1640,,4,640325,74%,0.031,,,Active,,,,,,,,,,,,,,,,,
528633,MI-C33,305,,,0.125,,-,-,0.13,0.085,0,,-,910530,59%,,,,Active,,,,,,,,,,,,,,,,,
528634,MI-C34,305,,,0.295,,-,-,0.295,0.19,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
528635,MI-C35,305,0.315,0.32,0.33,-0.01,0.325,0.31,0.34,0.16,7635,,11,-,0%,,,,Active,,,,,,,,,,,,,,,,,
528636,MI-C36,305,0.16,0.17,0.17,-,0.17,0.16,0.175,0.09,400,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
528637,MI-C37,305,,,0.075,,-,-,0.075,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0126,MICROLN,105,0.105,0.105,0.105,-,0.105,0.105,0.275,0.085,7976,,8,846480,37%,-0.002,-2.3,,Active,,,,,,,,,,,,,,,,,
0126WA,MICROLN-WA,105,0.04,0.04,0.04,-,0.04,0.04,0.055,0.035,900,,100,354450,50%,,,,Active,,,,,,,,,,,,,,,,,
5001,MIECO,102,0.645,0.655,0.655,-,0.655,0.645,0.75,0.62,730,,-,34400,50%,,0.15,426.43,Active,,,,,,,,,,,,,,,,,
0112,MIKROMB,405,0.215,0.22,0.225,-0.005,0.22,0.215,0.26,0.17,40,,25,402780,60%,0.002,3.3,7.5,Active,,,,,,,,,,,,,,,,,
7935,MILUX,101,0.47,0.47,0.45,+0.020,0.475,0.47,0.58,0.3,80,,86,100195,61%,0.014,-0.96,,Active,,,,,,,,,,,,,,,,,
5576,MINHO,102,0.29,0.315,0.31,+0.005,0.315,0.29,0.315,0.25,6360,2.70%,100,77035,71%,0.007,1.73,17.58,Active,,,,,,,,,,,,,,,,,
0288,MINOX,402,0.23,0.235,0.23,+0.005,0.235,0.225,0.315,0.195,1303,3.19%,81,375640,50%,0.001,1.4,27.91,Active,,,,,,,,,,,,,,,,,
0288WA,MINOX-WA,402,0.035,0.035,0.035,-,0.035,0.035,0.07,0.03,1971,,100,684660,50%,,,,Active,,,,,,,,,,,,,,,,,
3816,MISC,164,7.29,7.4,7.3,+0.100,7.41,7.24,8.04,6.5,41318,4.86%,21,3364375,30%,-0.06,26.7,26.79,Active,,,,,,,,,,,,,,,,,
381654,MISC-C54,364,,,0.185,,-,-,0.215,0.18,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
381655,MISC-C55,364,,,0.06,,-,-,0.13,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
381656,MISC-C56,364,0.03,0.03,0.03,-,0.03,0.03,0.08,0.02,1000,,-,217500,25%,,,,Active,,,,,,,,,,,,,,,,,
9571,MITRA,103,0.705,0.71,0.7,+0.010,0.73,0.705,0.71,0.26,55472,1.41%,47,4202240,94%,0.072,2.89,25.08,Active,,,,,,,,,,,,,,,,,
0739C1,MIXUE-C1,358,0.1,0.1,0.1,-,0.1,0.1,0.845,0.005,1,,-,41790,32%,-0.043,,,Active,,,,,,,,,,,,,,,,,
0739C2,MIXUE-C2,358,,,0.01,,-,-,0.23,0.01,0,,-,31260,12%,-0.035,,,Active,,,,,,,,,,,,,,,,,
0739C3,MIXUE-C3,358,,,0.2,,-,-,0.2,0.2,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
8141,MJPERAK,120,0.115,0.115,0.12,-0.005,0.115,0.115,0.24,0.085,62,,100,39445,53%,0.001,-1.74,,Active,,,,,,,,,,,,,,,,,
6114,MKH,120,1.07,1.08,1.07,+0.010,1.09,1.06,1.31,0.94,3098,3.70%,72,307355,67%,0.013,12.77,6.36,Active,,,,,,,,,,,,,,,,,
5319,MKHOP,125,0.64,0.64,0.64,-,0.64,0.635,0.74,0.575,1314,6.25%,72,527350,58%,,8.25,10.2,Active,,,,,,,,,,,,,,,,,
8893,MKLAND,120,0.16,0.16,0.16,-,0.165,0.16,0.2,0.13,4483,,4,569125,64%,0.003,0.78,22.45,Active,,,,,,,,,,,,,,,,,
0085,MLAB,405,0.06,0.065,0.065,-,0.065,0.06,0.105,0.055,14,,21,792385,57%,,-0.97,,Active,,,,,,,,,,,,,,,,,
0085WD,MLAB-WD,405,0.015,0.02,0.015,+0.005,0.02,0.015,0.03,0.005,3005,,66,245500,50%,-0.002,,,Active,,,,,,,,,,,,,,,,,
0034,MMAG,464,0.63,0.635,0.635,-,0.635,0.62,0.8,0.285,1468,,80,432095,25%,0.002,-3.86,,Active,,,,,,,,,,,,,,,,,
0034WC,MMAG-WC,464,,,0.49,,-,-,0.64,0.2,0,,-,34300,61%,0.003,,,Active,,,,,,,,,,,,,,,,,
03027,MMIS,702,0.15,0.15,0.2,-0.05,0.15,0.15,0.3,0.2,2000,,100,97040,20%,-0.034,,,Active,,,,,,,,,,,,,,,,,
0159,MMM,163,,,0.015,,-,-,0.12,0.005,0,,-,1031620,27%,-0.015,-0.2,,"Suspended, Alert",,,,,,,,,,,,,,,,,
0113,MMSV,105,0.535,0.525,0.54,-0.015,0.545,0.525,0.55,0.23,5248,,29,718695,65%,0.027,-0.32,,Active,,,,,,,,,,,,,,,,,
0103,MNC,463,0.075,0.075,0.08,-0.005,0.075,0.075,0.15,0.055,55,,-,961450,57%,0.001,-3.67,,Active,,,,,,,,,,,,,,,,,
0103PA,MNC-PA,463,,,0.05,,-,-,0.095,0.02,0,,-,33030,59%,0.001,,,Active,,,,,,,,,,,,,,,,,
0103WC,MNC-WC,463,,,0.005,,-,-,0.07,0.005,0,,-,3206150,46%,-0.002,,,Active,,,,,,,,,,,,,,,,,
0245,MNHLDG,403,1.84,1.84,1.86,-0.02,1.87,1.83,2,0.825,13329,0.14%,38,4873870,59%,0.071,9.29,24.94,Active,,,,,,,,,,,,,,,,,
0245WA,MNHLDG-WA,403,1.63,1.6,1.62,-0.02,1.63,1.6,1.78,0.625,2093,,38,368335,60%,0.063,,,Active,,,,,,,,,,,,,,,,,
6459,MNRB,110,1.91,1.91,1.92,-0.01,1.92,1.91,2.31,1.66,1884,0.05%,15,499965,42%,-0.01,50.34,3.79,Active,,,,,,,,,,,,,,,,,
6459CI,MNRB-CI,310,,,0.105,,-,-,0.16,0.105,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
6459CJ,MNRB-CJ,310,,,0.04,,-,-,0.13,0.005,0,,-,505110,39%,-0.004,,,Active,,,,,,,,,,,,,,,,,
