Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status,
0179WB,BIOHLDG-WB,BIOHLDG-WB,,,0.005,,-,-,0.025,0.005,0,,-,83530,43%,-0.001,,,Active,
,BIOHLDG-WB,BIOHLDG-WB,,,,,,,,,,,,,,,,,,
0188WB,HLT-WB,HLT-WB,,,0.015,,-,-,0.02,0.005,0,,-,2605495,50%,,,,Active,
,HLT-WB,HLT-WB,,,,,,,,,,,,,,,,,,
0182WA,LKL-WA,LKL-WA,,,0.005,,-,-,0.02,0.005,0,,-,545505,100%,-0.001,,,Active,
,LKL-WA,LKL-WA,,,,,,,,,,,,,,,,,,
0170WB,KANGER-WB,KANGER-WB,,,0.005,,-,-,0.01,0.005,0,,-,773040,50%,,,,Active,
,KANGER-WB,KANGER-WB,,,,,,,,,,,,,,,,,,
169,SMTRACK,SMTRACK,0.01,0.01,0.01,-,0.01,0.01,0.025,0.005,70,,-,372005,100%,,-1.33,,Active,
,SMTRACK,SMTRACK,,,,,,,,,,,,,,,,,,
20815,GREATEC-C15,GREATEC-C15,0.035,0.035,0.035,-,0.035,0.035,0.075,0.005,1740,,100,893450,50%,0.002,,,Active,
,GREATEC-C15,GREATEC-C15,,,,,,,,,,,,,,,,,,
20816,GREATEC-C16,GREATEC-C16,0.07,0.07,0.09,-0.02,0.07,0.07,0.09,0.005,90,,-,170330,70%,0.012,,,Active,
,GREATEC-C16,GREATEC-C16,,,,,,,,,,,,,,,,,,
0270CL,NATGATE-CL,NATGATE-CL,0.005,0.005,0.005,-,0.005,0.005,0.13,0.005,1,,100,287465,100%,-0.003,,,Active,
,NATGATE-CL,NATGATE-CL,,,,,,,,,,,,,,,,,,
0270CN,NATGATE-CN,NATGATE-CN,,,0.005,,-,-,0.34,0.005,0,,-,218420,5%,-0.044,,,Active,
,NATGATE-CN,NATGATE-CN,,,,,,,,,,,,,,,,,,
0270CS,NATGATE-CS,NATGATE-CS,0.005,0.005,0.005,-,0.005,0.005,0.11,0.005,1931,,100,248120,42%,-0.018,,,Active,
,NATGATE-CS,NATGATE-CS,,,,,,,,,,,,,,,,,,
0255WA,EIB-WA,EIB-WA,0.005,0.005,0.005,-,0.005,0.005,0.06,0.005,100,,-,61785,43%,-0.002,,,Active,
,EIB-WA,EIB-WA,,,,,,,,,,,,,,,,,,
3001,CLOUD,CLOUD,,,0.05,,-,-,0.05,0.005,0,,-,64125,54%,-0.006,,,Active,
,CLOUD,CLOUD,,,,,,,,,,,,,,,,,,
03023W,SMILE-WA,SMILE-WA,,,0.005,,-,-,0.005,0.005,0,,-,209555,37%,-0.002,,,Active,
,SMILE-WA,SMILE-WA,,,,,,,,,,,,,,,,,,
58243,ALIBABA-C43,ALIBABA-C43,,,0.01,,-,-,0.16,0.005,0,,-,303070,36%,-0.014,,,Active,
,ALIBABA-C43,ALIBABA-C43,,,,,,,,,,,,,,,,,,
05821E,ALIBABA-H1E,ALIBABA-H1E,,,0.005,,-,-,0.18,0.005,0,,-,214510,27%,-0.021,,,Active,
,ALIBABA-H1E,ALIBABA-H1E,,,,,,,,,,,,,,,,,,
0650B4,FBMKLCI-HB4,FBMKLCI-HB4,0.01,0.01,0.01,-,0.01,0.01,0.505,0.005,1,,-,450690,42%,-0.022,,,Active,
,FBMKLCI-HB4,FBMKLCI-HB4,,,,,,,,,,,,,,,,,,
0650B5,FBMKLCI-HB5,FBMKLCI-HB5,,,0.005,,-,-,0.08,0.005,0,,-,167130,13%,-0.01,,,Active,
,FBMKLCI-HB5,FBMKLCI-HB5,,,,,,,,,,,,,,,,,,
0650B6,FBMKLCI-HB6,FBMKLCI-HB6,,,0.005,,-,-,0.095,0.005,0,,-,231035,25%,-0.011,,,Active,
,FBMKLCI-HB6,FBMKLCI-HB6,,,,,,,,,,,,,,,,,,
58332,MEITUAN-C32,MEITUAN-C32,,,0.005,,-,-,0.28,0.005,0,,-,180920,30%,-0.026,,,Active,
,MEITUAN-C32,MEITUAN-C32,,,,,,,,,,,,,,,,,,
58333,MEITUAN-C33,MEITUAN-C33,,,0.005,,-,-,0.18,0.005,0,,-,217995,21%,-0.025,,,Active,
,MEITUAN-C33,MEITUAN-C33,,,,,,,,,,,,,,,,,,
58335,MEITUAN-C35,MEITUAN-C35,,,0.005,,-,-,0.12,0.005,0,,-,262270,24%,-0.01,,,Active,
,MEITUAN-C35,MEITUAN-C35,,,,,,,,,,,,,,,,,,
05811B,XIAOMI-H1B,XIAOMI-H1B,,,0.005,,-,-,0.34,0.005,0,,-,155370,23%,-0.025,,,Active,
,XIAOMI-H1B,XIAOMI-H1B,,,,,,,,,,,,,,,,,,
0650QY,FBMKLCI-CQY,FBMKLCI-CQY,0.045,0.05,0.05,-,0.05,0.045,0.065,0.005,6504,,62,716465,53%,0.004,,,Active,
,FBMKLCI-CQY,FBMKLCI-CQY,,,,,,,,,,,,,,,,,,
0652G5,HSI-CWG5,HSI-CWG5,,,0.015,,-,-,0.155,0.005,0,,-,64490,15%,-0.03,,,Active,
,HSI-CWG5,HSI-CWG5,,,,,,,,,,,,,,,,,,
0652F6,HSI-PWF6,HSI-PWF6,,,0.005,,-,-,0.15,0.005,0,,-,44645,16%,,,,Active,
,HSI-PWF6,HSI-PWF6,,,,,,,,,,,,,,,,,,
0652FG,HSI-PWFG,HSI-PWFG,,,0.005,,-,-,0.485,0.005,0,,-,88500,21%,-0.021,,,Active,
,HSI-PWFG,HSI-PWFG,,,,,,,,,,,,,,,,,,
0652FL,HSI-PWFL,HSI-PWFL,,,0.005,,-,-,0.43,0.005,0,,-,46070,25%,-0.036,,,Active,
,HSI-PWFL,HSI-PWFL,,,,,,,,,,,,,,,,,,
0652H4,HSI-PWH4,HSI-PWH4,0.005,0.005,0.01,-0.005,0.005,0.005,0.81,0.005,7869,,36,49752585,33%,-0.074,,,Active,
,HSI-PWH4,HSI-PWH4,,,,,,,,,,,,,,,,,,
0652H5,HSI-PWH5,HSI-PWH5,,,0.005,,-,-,0.235,0.005,0,,-,247350,17%,,,,Active,
,HSI-PWH5,HSI-PWH5,,,,,,,,,,,,,,,,,,
0652HD,HSI-PWHD,HSI-PWHD,,,0.005,,-,-,0.135,0.005,0,,-,97500,18%,-0.017,,,Active,
,HSI-PWHD,HSI-PWHD,,,,,,,,,,,,,,,,,,
65727,HSTECH-H27,HSTECH-H27,,,0.005,,-,-,0.15,0.005,0,,-,-,0%,,,,Active,
,HSTECH-H27,HSTECH-H27,,,,,,,,,,,,,,,,,,
0659HL,NDX-HL,NDX-HL,,,0.005,,-,-,0.825,0.005,0,,-,305125,26%,-0.036,,,"Suspended, Forbid",
,NDX-HL,NDX-HL,,,,,,,,,,,,,,,,,,
65655,SP500-H55,SP500-H55,,,0.005,,-,-,1.12,0.005,0,,-,45550,41%,-0.028,,,"Suspended, Forbid",
,SP500-H55,SP500-H55,,,,,,,,,,,,,,,,,,
0654HO,NIKKEI-HO,NIKKEI-HO,,,-,,-,-,0.52,0.005,0,,-,179440,19%,-0.04,,,Delisted,
,NIKKEI-HO,NIKKEI-HO,,,,,,,,,,,,,,,,,,
0739C1,MIXUE-C1,MIXUE-C1,0.11,0.12,0.125,-0.005,0.12,0.11,0.845,0.005,250,,60,40195,42%,-0.05,,,Active,
,MIXUE-C1,MIXUE-C1,,,,,,,,,,,,,,,,,,
11551U,MAYBANKC1U,MAYBANKC1U,,,0.005,,-,-,0.095,0.005,0,,-,42700,33%,-0.018,,,Active,
,MAYBANKC1U,MAYBANKC1U,,,,,,,,,,,,,,,,,,
11551V,MAYBANKC1V,MAYBANKC1V,,,0.005,,-,-,0.06,0.005,0,,-,102080,43%,-0.007,,,Active,
,MAYBANKC1V,MAYBANKC1V,,,,,,,,,,,,,,,,,,
11551W,MAYBANKC1W,MAYBANKC1W,0.005,0.005,0.005,-,0.005,0.005,0.065,0.005,5,,100,160570,100%,-0.001,,,Active,
,MAYBANKC1W,MAYBANKC1W,,,,,,,,,,,,,,,,,,
10231X,CIMB-C1X,CIMB-C1X,,,0.005,,-,-,0.04,0.005,0,,-,251690,33%,-0.001,,,Active,
,CIMB-C1X,CIMB-C1X,,,,,,,,,,,,,,,,,,
106666,RHBBANKC66,RHBBANKC66,0.02,0.02,0.02,-,0.02,0.02,0.035,0.005,500,,100,587555,50%,,,,Active,
,RHBBANKC66,RHBBANKC66,,,,,,,,,,,,,,,,,,
12951P,PBBANK-C1P,PBBANK-C1P,0.01,0.01,0.01,-,0.01,0.005,0.12,0.005,974,,-,540575,20%,-0.005,,,Active,
,PBBANK-C1P,PBBANK-C1P,,,,,,,,,,,,,,,,,,
248819,ABMB-C19,ABMB-C19,,,0.005,,-,-,0.08,0.005,0,,-,317605,25%,-0.006,,,Active,
,ABMB-C19,ABMB-C19,,,,,,,,,,,,,,,,,,
2127WB,COMFORT-WB,COMFORT-WB,,,0.005,,-,-,0.05,0.005,0,,-,372300,100%,-0.001,,,Active,
,COMFORT-WB,COMFORT-WB,,,,,,,,,,,,,,,,,,
244536,KLK-C36,KLK-C36,,,0.005,,-,-,0.155,0.005,0,,-,489470,25%,-0.008,,,Active,
,KLK-C36,KLK-C36,,,,,,,,,,,,,,,,,,
181896,BURSA-C96,BURSA-C96,,,0.005,,-,-,0.04,0.005,0,,-,-,0%,,,,Active,
,BURSA-C96,BURSA-C96,,,,,,,,,,,,,,,,,,
31823O,GENTINGC3O,GENTINGC3O,,,0.005,,-,-,0.11,0.005,0,,-,271185,17%,-0.01,,,Active,
,GENTINGC3O,GENTINGC3O,,,,,,,,,,,,,,,,,,
31823P,GENTINGC3P,GENTINGC3P,,,0.005,,-,-,0.125,0.005,0,,-,266790,33%,-0.002,,,Active,
,GENTINGC3P,GENTINGC3P,,,,,,,,,,,,,,,,,,
31823R,GENTINGC3R,GENTINGC3R,0.005,0.015,0.005,+0.010,0.03,0.005,0.165,0.005,110027,,74,1855575,43%,-0.008,,,Active,
,GENTINGC3R,GENTINGC3R,,,,,,,,,,,,,,,,,,
31823T,GENTINGC3T,GENTINGC3T,,,0.005,,-,-,0.05,0.005,0,,-,430535,20%,-0.005,,,Active,
,GENTINGC3T,GENTINGC3T,,,,,,,,,,,,,,,,,,
3395WC,BJCORP-WC,BJCORP-WC,0.005,0.005,0.005,-,0.005,0.005,0.035,0.005,100,,-,557210,100%,,,,Active,
,BJCORP-WC,BJCORP-WC,,,,,,,,,,,,,,,,,,
3336HA,IJM-HA,IJM-HA,,,0.005,,-,-,0.13,0.005,0,,-,89425,22%,-0.013,,,Active,
,IJM-HA,IJM-HA,,,,,,,,,,,,,,,,,,
4235WA,LIONIND-WA,LIONIND-WA,,,0.005,,-,-,0.035,0.005,0,,-,272040,50%,,,,Active,
,LIONIND-WA,LIONIND-WA,,,,,,,,,,,,,,,,,,
4065CT,PPB-CT,PPB-CT,0.01,0.01,0.01,-,0.01,0.01,0.115,0.005,4500,,-,1240285,50%,-0.007,,,Active,
,PPB-CT,PPB-CT,,,,,,,,,,,,,,,,,,
419791,SIME-C91,SIME-C91,0.02,0.025,0.025,-,0.025,0.02,0.085,0.005,6000,,50,3414235,62%,0.002,,,Active,
,SIME-C91,SIME-C91,,,,,,,,,,,,,,,,,,
419792,SIME-C92,SIME-C92,,,0.01,,-,-,0.04,0.005,0,,-,-,0%,,,,Active,
,SIME-C92,SIME-C92,,,,,,,,,,,,,,,,,,
419793,SIME-C93,SIME-C93,0.045,0.055,0.045,+0.010,0.055,0.045,0.105,0.005,10003,,30,1746830,65%,0.007,,,Active,
,SIME-C93,SIME-C93,,,,,,,,,,,,,,,,,,
419794,SIME-C94,SIME-C94,0.04,0.04,0.035,+0.005,0.04,0.04,0.045,0.005,100,,-,346130,64%,0.001,,,Active,
,SIME-C94,SIME-C94,,,,,,,,,,,,,,,,,,
445637,DNEX-C37,DNEX-C37,,,0.005,,-,-,0.1,0.005,0,,-,249670,33%,-0.007,,,Active,
,DNEX-C37,DNEX-C37,,,,,,,,,,,,,,,,,,
4464,PHB,PHB,0.005,0.005,0.005,-,0.005,0.005,0.01,0.005,2650,,-,1110085,40%,,-0.04,,Active,
,PHB,PHB,,,,,,,,,,,,,,,,,,
46771H,YTL-C1H,YTL-C1H,,,0.015,,-,-,0.025,0.005,0,,-,-,0%,,,,Active,
,YTL-C1H,YTL-C1H,,,,,,,,,,,,,,,,,,
432461,HENGYUANC61,HENGYUANC61,,,0.005,,-,-,0.13,0.005,0,,-,412310,33%,-0.006,,,Active,
,HENGYUANC61,HENGYUANC61,,,,,,,,,,,,,,,,,,
47153F,GENM-C3F,GENM-C3F,0.005,0.005,0.005,-,0.005,0.005,0.105,0.005,5333,,75,1734505,50%,-0.001,,,Active,
,GENM-C3F,GENM-C3F,,,,,,,,,,,,,,,,,,
4723WC,JAKS-WC,JAKS-WC,,,0.005,,-,-,0.025,0.005,0,,-,569680,100%,-0.001,,,Active,
,JAKS-WC,JAKS-WC,,,,,,,,,,,,,,,,,,
4731WC,SCIENTX-WC,SCIENTX-WC,0.03,0.025,0.025,-,0.03,0.025,0.55,0.005,11807,,21,2871150,45%,-0.001,,,Active,
,SCIENTX-WC,SCIENTX-WC,,,,,,,,,,,,,,,,,,
5048LA,YB-LA,YB-LA,,,0.015,,-,-,0.015,0.005,0,,-,563860,50%,,,,Active,
,YB-LA,YB-LA,,,,,,,,,,,,,,,,,,
5048WA,YB-WA,YB-WA,,,0.005,,-,-,0.015,0.005,0,,-,115090,50%,-0.001,,,"Suspended, Forbid",
,YB-WA,YB-WA,,,,,,,,,,,,,,,,,,
510225,GCB-C25,GCB-C25,,,0.015,,-,-,0.035,0.005,0,,-,317025,50%,-0.003,,,Active,
,GCB-C25,GCB-C25,,,,,,,,,,,,,,,,,,
514149,DAYANG-C49,DAYANG-C49,,,0.005,,-,-,0.16,0.005,0,,-,179800,23%,-0.007,,,Active,
,DAYANG-C49,DAYANG-C49,,,,,,,,,,,,,,,,,,
5157,SG,SG,0.01,0.01,0.01,-,0.01,0.01,0.025,0.005,2620,,-,699025,50%,,-0.38,,Active,
,SG,SG,,,,,,,,,,,,,,,,,,
51481O,UEMS-C1O,UEMS-C1O,,,0.005,,-,-,0.09,0.005,0,,-,294380,14%,-0.006,,,Active,
,UEMS-C1O,UEMS-C1O,,,,,,,,,,,,,,,,,,
5178WB,INGENIEU-WB,INGENIEU-WB,0.005,0.01,0.005,+0.005,0.01,0.005,0.02,0.005,45525,,10,1486235,100%,,,,Active,
,INGENIEU-WB,INGENIEU-WB,,,,,,,,,,,,,,,,,,
5175,IVORY,IVORY,,,0.005,,-,-,0.065,0.005,0,,-,2272990,36%,-0.004,1.55,0.32,"Suspended, Alert, Forbid",
,IVORY,IVORY,,,,,,,,,,,,,,,,,,
51831D,PCHEM-C1D,PCHEM-C1D,,,0.005,,-,-,0.125,0.005,0,,-,483675,40%,-0.002,,,Active,
,PCHEM-C1D,PCHEM-C1D,,,,,,,,,,,,,,,,,,
51831F,PCHEM-C1F,PCHEM-C1F,,,0.015,,-,-,0.05,0.005,0,,-,1938280,44%,,,,Active,
,PCHEM-C1F,PCHEM-C1F,,,,,,,,,,,,,,,,,,
5172WB,SINARAN-WB,SINARAN-WB,,,0.01,,-,-,0.035,0.005,0,,-,339485,40%,-0.001,,,Active,
,SINARAN-WB,SINARAN-WB,,,,,,,,,,,,,,,,,,
51682P,HARTA-C2P,HARTA-C2P,,,0.005,,-,-,0.12,0.005,0,,-,363450,100%,-0.003,,,Active,
,HARTA-C2P,HARTA-C2P,,,,,,,,,,,,,,,,,,
51682R,HARTA-C2R,HARTA-C2R,,,0.01,,-,-,0.12,0.005,0,,-,109625,13%,-0.016,,,Active,
,HARTA-C2R,HARTA-C2R,,,,,,,,,,,,,,,,,,
51682S,HARTA-C2S,HARTA-C2S,,,0.005,,-,-,0.14,0.005,0,,-,108150,6%,-0.022,,,Active,
,HARTA-C2S,HARTA-C2S,,,,,,,,,,,,,,,,,,
51682T,HARTA-C2T,HARTA-C2T,,,0.005,,-,-,0.125,0.005,0,,-,72870,25%,-0.017,,,Active,
,HARTA-C2T,HARTA-C2T,,,,,,,,,,,,,,,,,,
51682V,HARTA-C2V,HARTA-C2V,,,0.005,,-,-,0.085,0.005,0,,-,1012950,33%,,,,Active,
,HARTA-C2V,HARTA-C2V,,,,,,,,,,,,,,,,,,
516119,JCY-C19,JCY-C19,,,0.005,,-,-,0.065,0.005,0,,-,162455,20%,-0.005,,,Active,
,JCY-C19,JCY-C19,,,,,,,,,,,,,,,,,,
519973,HIBISCS-C73,HIBISCS-C73,,,0.01,,-,-,0.11,0.005,0,,-,908470,50%,-0.005,,,Active,
,HIBISCS-C73,HIBISCS-C73,,,,,,,,,,,,,,,,,,
519974,HIBISCS-C74,HIBISCS-C74,,,0.005,,-,-,0.12,0.005,0,,-,480195,100%,-0.006,,,Active,
,HIBISCS-C74,HIBISCS-C74,,,,,,,,,,,,,,,,,,
519975,HIBISCS-C75,HIBISCS-C75,,,0.005,,-,-,0.155,0.005,0,,-,400065,40%,-0.006,,,Active,
,HIBISCS-C75,HIBISCS-C75,,,,,,,,,,,,,,,,,,
52101B,ARMADA-C1B,ARMADA-C1B,,,0.005,,-,-,0.04,0.005,0,,-,-,0%,,,,Active,
,ARMADA-C1B,ARMADA-C1B,,,,,,,,,,,,,,,,,,
521098,ARMADA-C98,ARMADA-C98,,,0.005,,-,-,0.06,0.005,0,,-,-,0%,,,,Active,
,ARMADA-C98,ARMADA-C98,,,,,,,,,,,,,,,,,,
5213,SNTORIA,SNTORIA,,,0.005,,-,-,0.045,0.005,0,,-,142595,100%,,-14.52,,"Active, Alert",
,SNTORIA,SNTORIA,,,,,,,,,,,,,,,,,,
5204WA,AWANTEC-WA,AWANTEC-WA,,,0.005,,-,-,0.13,0.005,0,,-,364190,50%,-0.001,,,Active,
,AWANTEC-WA,AWANTEC-WA,,,,,,,,,,,,,,,,,,
5202C7,MSM-C7,MSM-C7,,,0.005,,-,-,0.04,0.005,0,,-,-,0%,,,,Active,
,MSM-C7,MSM-C7,,,,,,,,,,,,,,,,,,
5205WA,SENDAI-WA,SENDAI-WA,0.005,0.005,0.005,-,0.005,0.005,0.425,0.005,500,,100,5830130,27%,-0.004,,,Active,
,SENDAI-WA,SENDAI-WA,,,,,,,,,,,,,,,,,,
5218WA,VANTNRG-WA,VANTNRG-WA,0.015,0.03,0.02,+0.010,0.03,0.015,0.085,0.005,1418,,71,543595,47%,0.003,,,"Active, Alert",
,VANTNRG-WA,VANTNRG-WA,,,,,,,,,,,,,,,,,,
5260WB,OWG-WB,OWG-WB,,,0.005,,-,-,0.14,0.005,0,,-,69335,33%,-0.008,,,Active,
,OWG-WB,OWG-WB,,,,,,,,,,,,,,,,,,
524844,BAUTO-C44,BAUTO-C44,,,0.005,,-,-,0.065,0.005,0,,-,514020,17%,-0.013,,,Active,
,BAUTO-C44,BAUTO-C44,,,,,,,,,,,,,,,,,,
524845,BAUTO-C45,BAUTO-C45,,,0.005,,-,-,0.115,0.005,0,,-,1631195,15%,-0.031,,,Active,
,BAUTO-C45,BAUTO-C45,,,,,,,,,,,,,,,,,,
524846,BAUTO-C46,BAUTO-C46,,,0.005,,-,-,0.04,0.005,0,,-,1352245,25%,-0.003,,,Active,
,BAUTO-C46,BAUTO-C46,,,,,,,,,,,,,,,,,,
524847,BAUTO-C47,BAUTO-C47,0.005,0.005,0.01,-0.005,0.005,0.005,0.025,0.005,1200,,-,427945,40%,-0.003,,,Active,
,BAUTO-C47,BAUTO-C47,,,,,,,,,,,,,,,,,,
530118,CTOS-C18,CTOS-C18,,,0.005,,-,-,0.03,0.005,0,,-,-,40%,,,,Active,
,CTOS-C18,CTOS-C18,,,,,,,,,,,,,,,,,,
529211,UWC-C11,UWC-C11,0.095,0.14,0.095,+0.045,0.145,0.095,0.16,0.005,16010,,66,1506925,88%,0.015,,,Active,
,UWC-C11,UWC-C11,,,,,,,,,,,,,,,,,,
5323CB,JPG-CB,JPG-CB,0.01,0.01,0.01,-,0.01,0.01,0.165,0.005,360,,-,258965,37%,-0.005,,,Active,
,JPG-CB,JPG-CB,,,,,,,,,,,,,,,,,,
5326CT,99SMART-CT,99SMART-CT,,,0.005,,-,-,0.065,0.005,0,,-,222030,44%,-0.005,,,Active,
,99SMART-CT,99SMART-CT,,,,,,,,,,,,,,,,,,
5398HC,GAMUDA-HC,GAMUDA-HC,,,0.005,,-,-,0.12,0.005,0,,-,575850,50%,-0.002,,,Active,
,GAMUDA-HC,GAMUDA-HC,,,,,,,,,,,,,,,,,,
587821,KPJ-C21,KPJ-C21,,,0.015,,-,-,0.17,0.005,0,,-,1029970,9%,-0.014,,,Active,
,KPJ-C21,KPJ-C21,,,,,,,,,,,,,,,,,,
6459CJ,MNRB-CJ,MNRB-CJ,0.04,0.04,0.035,+0.005,0.04,0.04,0.13,0.005,1200,,42,938040,37%,-0.004,,,Active,
,MNRB-CJ,MNRB-CJ,,,,,,,,,,,,,,,,,,
663327,LHI-C27,LHI-C27,,,0.005,,-,-,0.05,0.005,0,,-,86180,18%,-0.006,,,Active,
,LHI-C27,LHI-C27,,,,,,,,,,,,,,,,,,
7036,BORNOIL,BORNOIL,,,0.005,,-,-,0.015,0.005,0,,-,8067775,100%,,-2.36,,Active,
,BORNOIL,BORNOIL,,,,,,,,,,,,,,,,,,
7018,CME,CME,0.01,0.015,0.01,+0.005,0.015,0.01,0.025,0.005,32,,100,768715,33%,,-0.24,,Active,
,CME,CME,,,,,,,,,,,,,,,,,,
7018WA,CME-WA,CME-WA,,,0.005,,-,-,0.02,0.005,0,,-,124175,33%,-0.004,,,Active,
,CME-WA,CME-WA,,,,,,,,,,,,,,,,,,
7017WD,KOMARK-WD,KOMARK-WD,,,0.005,,-,-,0.02,0.005,0,,-,14565,17%,-0.006,,,Active,
,KOMARK-WD,KOMARK-WD,,,,,,,,,,,,,,,,,,
696394,VS-C94,VS-C94,,,0.005,,-,-,0.035,0.005,0,,-,260915,36%,,,,Active,
,VS-C94,VS-C94,,,,,,,,,,,,,,,,,,
696395,VS-C95,VS-C95,,,0.01,,-,-,0.085,0.005,0,,-,1173585,21%,-0.009,,,Active,
,VS-C95,VS-C95,,,,,,,,,,,,,,,,,,
694762,CDB-C62,CDB-C62,,,0.005,,-,-,0.03,0.005,0,,-,-,36%,,,,Active,
,CDB-C62,CDB-C62,,,,,,,,,,,,,,,,,,
7071WE,OCR-WE,OCR-WE,0.025,0.025,0.025,-,0.025,0.025,0.03,0.005,8150,,100,5099885,40%,0.002,,,Active,
,OCR-WE,OCR-WE,,,,,,,,,,,,,,,,,,
7080,PERMAJU,PERMAJU,0.005,0.01,0.01,-,0.01,0.005,0.045,0.005,2001,,100,6313245,100%,,-1.05,,Active,
,PERMAJU,PERMAJU,,,,,,,,,,,,,,,,,,
7080PA,PERMAJU-PA,PERMAJU-PA,,,0.005,,-,-,0.01,0.005,0,,-,343840,100%,,,,Active,
,PERMAJU-PA,PERMAJU-PA,,,,,,,,,,,,,,,,,,
7079WE,TWL-WE,TWL-WE,,,0.005,,-,-,0.01,0.005,0,,-,910850,100%,,,,Active,
,TWL-WE,TWL-WE,,,,,,,,,,,,,,,,,,
7036WC,BORNOIL-WC,BORNOIL-WC,,,0.005,,-,-,0.005,0.005,0,,-,94755,100%,,,,Active,
,BORNOIL-WC,BORNOIL-WC,,,,,,,,,,,,,,,,,,
7036WD,BORNOIL-WD,BORNOIL-WD,,,0.005,,-,-,0.01,0.005,0,,-,66930,100%,,,,Active,
,BORNOIL-WD,BORNOIL-WD,,,,,,,,,,,,,,,,,,
7036WE,BORNOIL-WE,BORNOIL-WE,0.005,0.005,0.005,-,0.005,0.005,0.005,0.005,190,,-,165975,100%,,,,Active,
,BORNOIL-WE,BORNOIL-WE,,,,,,,,,,,,,,,,,,
7047WC,FBG-WC,FBG-WC,0.02,0.02,0.02,-,0.02,0.015,0.155,0.005,3970,,69,1917295,50%,,,,Active,
,FBG-WC,FBG-WC,,,,,,,,,,,,,,,,,,
7114WB,DNONCE-WB,DNONCE-WB,,,0.005,,-,-,0.025,0.005,0,,-,252110,40%,-0.001,,,Active,
,DNONCE-WB,DNONCE-WB,,,,,,,,,,,,,,,,,,
7123WB,MAXLAND-WB,MAXLAND-WB,,,0.01,,-,-,0.02,0.005,0,,-,525470,67%,,,,Active,
,MAXLAND-WB,MAXLAND-WB,,,,,,,,,,,,,,,,,,
71134U,TOPGLOV-C4U,TOPGLOV-C4U,,,0.01,,-,-,0.08,0.005,0,,-,905245,45%,-0.007,,,Active,
,TOPGLOV-C4U,TOPGLOV-C4U,,,,,,,,,,,,,,,,,,
71135A,TOPGLOV-C5A,TOPGLOV-C5A,,,0.005,,-,-,0.135,0.005,0,,-,189160,25%,-0.011,,,Active,
,TOPGLOV-C5A,TOPGLOV-C5A,,,,,,,,,,,,,,,,,,
71064O,SUPERMX-C4O,SUPERMX-C4O,,,0.005,,-,-,0.11,0.005,0,,-,2310895,33%,-0.007,,,Active,
,SUPERMX-C4O,SUPERMX-C4O,,,,,,,,,,,,,,,,,,
71064R,SUPERMX-C4R,SUPERMX-C4R,,,0.005,,-,-,0.05,0.005,0,,-,252490,17%,-0.004,,,Active,
,SUPERMX-C4R,SUPERMX-C4R,,,,,,,,,,,,,,,,,,
71064S,SUPERMX-C4S,SUPERMX-C4S,,,0.005,,-,-,0.135,0.005,0,,-,332195,30%,-0.011,,,Active,
,SUPERMX-C4S,SUPERMX-C4S,,,,,,,,,,,,,,,,,,
71064U,SUPERMX-C4U,SUPERMX-C4U,,,0.005,,-,-,0.08,0.005,0,,-,227025,30%,-0.014,,,Active,
,SUPERMX-C4U,SUPERMX-C4U,,,,,,,,,,,,,,,,,,
71064V,SUPERMX-C4V,SUPERMX-C4V,,,0.005,,-,-,0.065,0.005,0,,-,116070,25%,,,,Active,
,SUPERMX-C4V,SUPERMX-C4V,,,,,,,,,,,,,,,,,,
71064X,SUPERMX-C4X,SUPERMX-C4X,,,0.005,,-,-,0.05,0.005,0,,-,-,0%,,,,Active,
,SUPERMX-C4X,SUPERMX-C4X,,,,,,,,,,,,,,,,,,
71064Z,SUPERMX-C4Z,SUPERMX-C4Z,,,0.005,,-,-,0.085,0.005,0,,-,882865,22%,-0.009,,,Active,
,SUPERMX-C4Z,SUPERMX-C4Z,,,,,,,,,,,,,,,,,,
715376,KOSSAN-C76,KOSSAN-C76,,,0.005,,-,-,0.115,0.005,0,,-,411385,18%,,,,Active,
,KOSSAN-C76,KOSSAN-C76,,,,,,,,,,,,,,,,,,
715378,KOSSAN-C78,KOSSAN-C78,,,0.005,,-,-,0.145,0.005,0,,-,195395,29%,-0.014,,,Active,
,KOSSAN-C78,KOSSAN-C78,,,,,,,,,,,,,,,,,,
7155WB,SKPRES-WB,SKPRES-WB,0.005,0.005,0.005,-,0.005,0.005,0.035,0.005,1200,,100,342785,33%,-0.001,,,Active,
,SKPRES-WB,SKPRES-WB,,,,,,,,,,,,,,,,,,
7149WB,ENGKAH-WB,ENGKAH-WB,,,0.005,,-,-,0.025,0.005,0,,-,113450,33%,-0.003,,,Active,
,ENGKAH-WB,ENGKAH-WB,,,,,,,,,,,,,,,,,,
7130WA,RENEUCO-WA,RENEUCO-WA,,,0.005,,-,-,0.04,0.005,0,,-,260920,50%,-0.001,,,"Active, Alert",
,RENEUCO-WA,RENEUCO-WA,,,,,,,,,,,,,,,,,,
7145PA,TXCD-PA,TXCD-PA,,,0.015,,-,-,0.035,0.005,0,,-,38245,50%,,,,"Active, Alert",
,TXCD-PA,TXCD-PA,,,,,,,,,,,,,,,,,,
