Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26,12)",EPS*,P/E,Status
"=""4251""",IBHD,Industrial & Consumer Products,0.265,0.26,0.265,-0.005,0.265,0.260,0.365,0.2,10051,,8,1039050,28%,-0.005,1.56,16.59,Active
"=""5084""",IBRACO,Industrial & Consumer Products,1.23,1.23,1.250,-0.020,1.230,1.230,1.4,0.85,22,3.25%,-,38575,47%,-0.01,8.84,13.39,Active
"=""5108""",ICAP,Industrial & Consumer Products,2.61,2.61,2.600,+0.010,2.620,2.610,2.8,2.29,286,,47,107525,50%,,1.85,141.31,Active
"=""0366""",ICENTS,Property,0.455,0.46,0.450,+0.010,0.460,0.450,0.51,0.275,15486,,50,1799405,44%,0.002,1.57,29.28,Active
"=""9113""",ICONIC,Industrial & Consumer Products,0.07,0.075,0.070,+0.005,0.075,0.070,0.105,0.06,33,,3,1267615,25%,,0.19,38.98,Active
"=""9113WA""",ICONIC-WA,Industrial & Consumer Products,,,0.025,,-,-,0.035,0.01,0,,-,1010235,50%,,,,Active
"=""0358""",ICTZONE,Property,0.185,0.185,0.185,-,0.190,0.185,0.215,0.16,16793,,52,1450400,63%,0.003,,,Active
"=""03030""",IDBTECH,Utilities,,,0.130,,-,-,0.13,0.13,0,,-,-,0%,,,,Active
"=""9687""",IDEAL,Industrial & Consumer Products,3.39,3.5,3.380,+0.120,3.500,3.380,4.0,3.23,49,0.29%,59,2335,45%,-0.009,18.24,17.3,Active
"=""0023""",IFCAMSC,Property,0.21,0.205,0.210,-0.005,0.210,0.205,0.6,0.2,1532,4.88%,6,1216225,37%,-0.007,2.86,6.54,Active
"=""5606""",IGBB,Industrial & Consumer Products,3.78,3.74,3.780,-0.040,3.780,3.740,3.78,2.35,285,3.21%,8,74245,80%,0.099,31.11,8.27,Active
"=""5299""",IGBCR,Industrial & Consumer Products,0.645,0.64,0.645,-0.005,0.645,0.640,0.65,0.49,846,6.61%,14,375235,60%,0.002,3.96,16.23,Active
"=""5227""",IGBREIT,Industrial & Consumer Products,2.91,2.96,2.920,+0.040,2.980,2.900,3.01,2.13,32136,3.97%,53,3133630,45%,0.026,17.85,19.38,Active
"=""7240""",IHB,Industrial & Consumer Products,0.125,0.13,0.130,-,0.130,0.120,0.195,0.06,2400,,-,188540,50%,-0.001,-1.79,,Active
"=""5225""",IHH,Industrial & Consumer Products,8.73,8.73,8.750,-0.020,8.830,8.680,10.48,6.42,33646,1.15%,72,5366630,59%,0.082,30.17,24.4,Active
"=""522554""",IHH-C54,Technology,0.2,0.2,0.200,-,0.200,0.195,0.3,0.12,3920,,50,645595,56%,0.008,,,Active
"=""522557""",IHH-C57,Technology,,,0.430,,-,-,0.455,0.17,0,,-,33680,62%,,,,Active
"=""522558""",IHH-C58,Technology,0.25,0.25,0.260,-0.010,0.250,0.250,0.32,0.125,470,,-,66795,63%,0.014,,,Active
"=""522559""",IHH-C59,Technology,,,0.280,,-,-,0.355,0.12,0,,-,104985,61%,0.018,,,Active
"=""522560""",IHH-C60,Technology,0.075,0.075,0.085,-0.010,0.075,0.075,0.12,0.055,400,,-,249235,49%,0.012,,,Active
"=""522561""",IHH-C61,Technology,,,0.055,,-,-,0.075,0.045,0,,-,1070420,44%,,,,Active
"=""522562""",IHH-C62,Technology,,,0.130,,-,-,0.135,0.075,0,,-,38455,58%,0.005,,,Active
"=""522563""",IHH-C63,Technology,0.135,0.13,0.135,-0.005,0.140,0.125,0.225,0.105,18447,,48,-,0%,,,,Active
"=""522564""",IHH-C64,Technology,,,0.095,,-,-,0.135,0.09,0,,-,-,0%,,,,Active
"=""3336""",IJM,Industrial & Consumer Products,2.67,2.65,2.660,-0.010,2.680,2.640,3.13,1.8,97633,3.02%,34,32190150,63%,0.053,11.5,20.69,Active
"=""33361D""",IJM-C1D,Technology,,,-,,-,-,0.205,0.005,0,,-,4151675,27%,-0.008,,,Delisted
"=""33361F""",IJM-C1F,Technology,,,0.015,,-,-,0.18,0.015,0,,-,253940,40%,-0.012,,,Active
"=""33361H""",IJM-C1H,Technology,,,0.055,,-,-,0.215,0.015,0,,-,975625,45%,,,,Active
"=""33361I""",IJM-C1I,Technology,,,0.045,,-,-,0.17,0.02,0,,-,1925420,33%,-0.013,,,Active
"=""33361K""",IJM-C1K,Technology,,,0.030,,-,-,0.165,0.015,0,,-,1054355,38%,-0.001,,,Active
"=""33361L""",IJM-C1L,Technology,0.035,0.03,0.030,-,0.035,0.030,0.15,0.015,350,,71,788125,37%,-0.002,,,Active
"=""33361M""",IJM-C1M,Technology,0.025,0.025,0.030,-0.005,0.025,0.025,0.175,0.03,300,,-,176785,44%,-0.005,,,Active
"=""33361N""",IJM-C1N,Technology,,,0.005,,-,-,0.07,0.005,0,,-,305230,50%,-0.003,,,Active
"=""33361O""",IJM-C1O,Technology,0.06,0.06,0.060,-,0.060,0.055,0.135,0.035,9632,,38,6682110,56%,-0.001,,,Active
"=""33361P""",IJM-C1P,Technology,,,0.020,,-,-,0.055,0.02,0,,-,-,0%,,,,Active
"=""33361Q""",IJM-C1Q,Technology,0.025,0.02,0.025,-0.005,0.025,0.020,0.05,0.01,20001,,20,1213270,46%,0.001,,,Active
"=""33361R""",IJM-C1R,Technology,,,0.070,,-,-,0.125,0.025,0,,-,2043375,55%,0.004,,,Active
"=""33361S""",IJM-C1S,Technology,,,0.055,,-,-,0.07,0.02,0,,-,1195130,53%,,,,Active
"=""33361T""",IJM-C1T,Technology,0.065,0.06,0.065,-0.005,0.065,0.060,0.115,0.02,2538,,26,2398380,62%,0.007,,,Active
"=""33361U""",IJM-C1U,Technology,0.12,0.12,0.140,-0.020,0.120,0.120,0.19,0.065,900,,11,540725,50%,0.018,,,Active
"=""7222""",IMASPRO,Industrial & Consumer Products,0.72,0.72,0.720,-,0.720,0.720,0.985,0.7,210,,100,29640,46%,-0.009,7.93,9.08,Active
"=""0166""",INARI,Industrial & Consumer Products,1.53,1.53,1.530,-,1.540,1.510,2.7,1.42,70513,3.59%,28,12906880,17%,-0.089,5.78,27.31,Active
"=""01663I""",INARI-C3I,Technology,,,-,,-,-,0.165,0.005,0,,-,136975,15%,-0.027,,,Delisted
"=""01663Q""",INARI-C3Q,Technology,,,0.035,,-,-,0.13,0.035,0,,-,1034870,23%,-0.007,,,Active
"=""01663R""",INARI-C3R,Technology,,,0.010,,-,-,0.125,0.01,0,,-,688510,11%,-0.014,,,Active
"=""01663S""",INARI-C3S,Technology,,,0.020,,-,-,0.195,0.02,0,,-,864450,25%,-0.009,,,Active
"=""01663U""",INARI-C3U,Technology,,,0.010,,-,-,0.275,0.005,0,,-,1755280,17%,-0.008,,,Active
"=""01663V""",INARI-C3V,Technology,,,0.020,,-,-,0.18,0.02,0,,-,102270,11%,,,,Active
"=""01663W""",INARI-C3W,Technology,0.015,0.02,0.020,-,0.020,0.015,0.215,0.02,1010,,50,1452360,40%,-0.021,,,Active
"=""01663X""",INARI-C3X,Technology,,,0.010,,-,-,0.135,0.01,0,,-,1213295,33%,-0.019,,,Active
"=""01663Y""",INARI-C3Y,Technology,,,0.030,,-,-,0.215,0.025,0,,-,913990,29%,-0.018,,,Active
"=""01663Z""",INARI-C3Z,Technology,,,0.005,,-,-,0.11,0.005,0,,-,-,0%,,,,Active
"=""01664A""",INARI-C4A,Technology,,,0.060,,-,-,0.06,0.05,0,,-,-,0%,,,,Active
"=""01664B""",INARI-C4B,Technology,,,0.045,,-,-,0.065,0.045,0,,-,-,0%,,,,Active
"=""01664C""",INARI-C4C,Technology,,,0.005,,-,-,0.01,0.005,0,,-,-,0%,,,,Active
"=""01664D""",INARI-C4D,Technology,,,0.015,,-,-,0.13,0.015,0,,-,1456325,30%,-0.01,,,Active
"=""01664E""",INARI-C4E,Technology,,,0.010,,-,-,0.07,0.01,0,,-,-,0%,,,,Active
"=""01664F""",INARI-C4F,Technology,,,0.025,,-,-,0.085,0.02,0,,-,1745310,10%,-0.01,,,Active
"=""01664G""",INARI-C4G,Technology,,,0.035,,-,-,0.085,0.035,0,,-,107435,15%,-0.006,,,Active
"=""01664H""",INARI-C4H,Technology,,,0.030,,-,-,0.06,0.03,0,,-,-,0%,,,,Active
"=""01664I""",INARI-C4I,Technology,,,0.045,,-,-,0.1,0.045,0,,-,-,0%,,,,Active
"=""01664J""",INARI-C4J,Technology,0.04,0.04,0.040,-,0.040,0.040,0.105,0.04,4326,,-,-,0%,,,,Active
"=""01664K""",INARI-C4K,Technology,,,0.045,,-,-,0.065,0.045,0,,-,-,0%,,,,Active
"=""0166HE""",INARI-HE,Technology,0.09,0.09,0.090,-,0.090,0.090,0.155,0.035,4746,,92,1879140,72%,0.006,,,Active
